Provider,Policy URL,Industry,Source,Date,Status,Score,GDPR Score,Graph Kind,Pipeline Status,Pipeline Errors
NXP Semiconductors,./output/data/NXP.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:27:12.002462+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:27:12.002695+00:00""}]"
"Nasdaq, Inc.",https://www.nasdaq.com/privacy-statement,Financials,pdf,2025-09-05,False,,,none,pending,[]
"Nasdaq, Inc.",https://www.nasdaq.com/privacy-statement,Financials,webpage,2025-09-05,False,,,none,pending,[]
"Nasdaq, Inc.",./output/data/Nasdaq.pdf,Financials,pdf,2025-10-30,True,79.2,82.0,standard,succeeded,[]
NetApp,https://www.netapp.com/company/legal/privacy-policy/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
NetApp,https://www.netapp.com/company/legal/privacy-policy/,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
NetApp,./output/data/NetApp.pdf,Information Technology,pdf,2025-10-30,True,79.2,96.1,standard,succeeded,[]
Northern Trust,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/legal/us-privacy-notice.pdf,Financials,pdf,2025-09-05,False,,,none,pending,[]
Northern Trust,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/legal/us-privacy-notice.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Northern Trust,./output/data/NorthernTrust.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:10:06.890893+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:10:06.891069+00:00""}]"
Nvidia,https://www.nvidia.com/en-us/about-nvidia/privacy-policy/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Nvidia,https://www.nvidia.com/en-us/about-nvidia/privacy-policy/,Information Technology,webpage,2025-09-05,True,66.7,71.9,standard,succeeded,[]
Nvidia,./output/data/NVIDIA.pdf,Information Technology,pdf,2025-10-30,True,70.8,77.2,standard,succeeded,[]
ON Semiconductor,https://www.onsemi.com/privacy,Information Technology,pdf,2025-09-05,True,83.3,87.3,standard,succeeded,[]
ON Semiconductor,https://www.onsemi.com/privacy,Information Technology,webpage,2025-09-05,True,83.3,81.1,standard,succeeded,[]
ON Semiconductor,./output/data/Onsemi.pdf,Information Technology,pdf,2025-10-30,True,83.3,60.9,standard,succeeded,[]
Oracle Corporation,https://www.oracle.com/legal/privacy/privacy-policy/,Information Technology,pdf,2025-09-05,True,79.2,93.1,standard,succeeded,[]
Oracle Corporation,https://www.oracle.com/legal/privacy/privacy-policy/,Information Technology,webpage,2025-09-05,True,75.0,70.4,standard,succeeded,[]
Oracle Corporation,./output/data/Oracle.pdf,Information Technology,pdf,2025-10-30,True,79.2,94.1,standard,succeeded,[]
PNC Financial Services,https://www.pnc.com/content/dam/pnc-com/pdf/Privacy%20Policy/privacy_notice_english.pdf,Financials,pdf,2025-09-05,False,,,none,pending,[]
PNC Financial Services,https://www.pnc.com/content/dam/pnc-com/pdf/Privacy%20Policy/privacy_notice_english.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
PNC Financial Services,./output/data/PNC.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:52:22.714037+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T17:52:22.714244+00:00""}]"
PTC Inc.,https://www.ptc.com/en/documents/policies/privacy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
PTC Inc.,https://www.ptc.com/en/documents/policies/privacy,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
PTC Inc.,./output/data/PTC.pdf,Information Technology,pdf,2025-10-30,True,87.5,84.7,standard,succeeded,[]
Palantir Technologies,https://www.palantir.com/privacy-and-security/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Palantir Technologies,https://www.palantir.com/privacy-and-security/,Information Technology,webpage,2025-09-05,True,83.3,79.4,standard,failed,"[{""message"": ""Graph generation failed: Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.synchrony.com/legal/privacy-policy\nCall log:\nnavigating to \""https://www.synchrony.com/legal/privacy-policy\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:21:43.531094+00:00""}, {""message"": ""Graph generation error: Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.synchrony.com/legal/privacy-policy\nCall log:\nnavigating to \""https://www.synchrony.com/legal/privacy-policy\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:21:43.531767+00:00""}]"
Palantir Technologies,./output/data/Palantir.pdf,Information Technology,pdf,2025-10-30,True,83.3,85.2,standard,succeeded,[]
Palo Alto Networks,https://www.paloaltonetworks.com/legal-notices/privacy.html,Information Technology,pdf,2025-09-05,True,87.5,88.1,standard,failed,"[{""message"": ""Graph generation failed: Invalid role: emphasis"", ""timestamp"": ""2025-09-26T18:21:51.043601+00:00""}, {""message"": ""Graph generation error: Invalid role: emphasis"", ""timestamp"": ""2025-09-26T18:21:51.043728+00:00""}]"
Palo Alto Networks,https://www.paloaltonetworks.com/legal-notices/privacy.html,Information Technology,webpage,2025-09-05,True,87.5,82.4,standard,succeeded,[]
Palo Alto Networks,./output/data/PaloAltoNetworks.pdf,Information Technology,pdf,2025-10-30,True,87.5,89.5,standard,succeeded,[]
PayPal,https://www.paypal.com/us/legalhub/privacy-full,Financials,pdf,2025-09-05,True,75.0,70.6,standard,failed,"[{""message"": ""Graph generation failed: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.synopsys.com/content/dam/synopsys/company/about/legal/synopsys-data-privacy-and-protection-statement_31May2024.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:21:56.125428+00:00""}, {""message"": ""Graph generation error: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.synopsys.com/content/dam/synopsys/company/about/legal/synopsys-data-privacy-and-protection-statement_31May2024.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:21:56.125611+00:00""}]"
PayPal,https://www.paypal.com/us/legalhub/privacy-full,Financials,webpage,2025-09-05,True,75.0,68.0,standard,succeeded,[]
PayPal,./output/data/PayPal.pdf,Financials,pdf,2025-10-30,True,75.0,69.1,standard,succeeded,[]
Pfizer,https://www.pfizer.com/privacy,Healthcare,pdf,2025-09-05,True,50.0,39.7,standard,succeeded,[]
Pfizer,https://www.pfizer.com/privacy,Healthcare,webpage,2025-09-05,True,75.0,78.6,standard,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.te.com/en/policies-agreements/privacy-policy.html"", ""timestamp"": ""2025-09-26T18:22:06.228767+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.te.com/en/policies-agreements/privacy-policy.html"", ""timestamp"": ""2025-09-26T18:22:06.229104+00:00""}]"
Pfizer,./output/data/Pfizer.pdf,Healthcare,pdf,2025-10-30,True,75.0,82.5,standard,succeeded,[]
Principal Financial Group,https://secure02.principal.com/publicvsupply/GetFile?fm=WW728&ty=VOP&EXT=.VOP,Financials,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.te.com/en/policies-agreements/privacy-policy.html"", ""timestamp"": ""2025-09-26T18:22:16.375949+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.te.com/en/policies-agreements/privacy-policy.html"", ""timestamp"": ""2025-09-26T18:22:16.376238+00:00""}]"
Principal Financial Group,https://secure02.principal.com/publicvsupply/GetFile?fm=WW728&ty=VOP&EXT=.VOP,Financials,webpage,2025-09-05,False,,,none,pending,[]
Principal Financial Group,./output/data/Principal.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: ./output/data/.pdf"", ""timestamp"": ""2025-11-14T23:16:23.275755+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: ./output/data/.pdf"", ""timestamp"": ""2025-11-14T23:16:23.275980+00:00""}]"
Progressive Corporation,https://www.progressive.com/privacy/#GA,Financials,pdf,2025-09-05,True,62.5,71.2,standard,succeeded,[]
Progressive Corporation,https://www.progressive.com/privacy/#GA,Financials,webpage,2025-09-05,True,54.2,75.4,standard,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.teradyne.com/privacy-policy/"", ""timestamp"": ""2025-09-26T18:22:16.622177+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.teradyne.com/privacy-policy/"", ""timestamp"": ""2025-09-26T18:22:16.622636+00:00""}]"
Progressive Corporation,./output/data/Progressive.pdf,Financials,pdf,2025-10-30,True,62.5,73.2,standard,succeeded,[]
Prudential Financial,https://www.prudential.com/links/privacy-policy,Financials,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.teradyne.com/privacy-policy/"", ""timestamp"": ""2025-09-26T18:22:16.863611+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.teradyne.com/privacy-policy/"", ""timestamp"": ""2025-09-26T18:22:16.864104+00:00""}]"
Prudential Financial,https://www.prudential.com/links/privacy-policy,Financials,webpage,2025-09-05,True,62.5,69.2,standard,succeeded,[]
Prudential Financial,./output/data/Prudential.pdf,Financials,pdf,2025-10-30,True,58.3,75.2,standard,succeeded,[]
Qualcomm,https://www.qualcomm.com/site/privacy,Information Technology,pdf,2025-09-05,True,87.5,71.6,standard,succeeded,[]
Qualcomm,https://www.qualcomm.com/site/privacy,Information Technology,webpage,2025-09-05,True,87.5,81.3,standard,succeeded,[]
Qualcomm,./output/data/Qualcomm.pdf,Information Technology,pdf,2025-10-30,True,83.3,78.8,standard,succeeded,[]
Quest Diagnostics,https://www.questdiagnostics.com/our-company/privacy/privacy-notice,Healthcare,pdf,2025-09-05,True,83.3,78.7,standard,succeeded,[]
Quest Diagnostics,https://www.questdiagnostics.com/our-company/privacy/privacy-notice,Healthcare,webpage,2025-09-05,True,87.5,58.8,standard,succeeded,[]
Quest Diagnostics,./output/data/QuestDiagnostics.pdf,Healthcare,pdf,2025-10-30,True,87.5,87.7,standard,succeeded,[]
Raymond James Financial,https://www.raymondjames.com/privacy-security-and-account-protection/privacy-notice,Financials,pdf,2025-09-05,False,,,none,pending,[]
Raymond James Financial,https://www.raymondjames.com/privacy-security-and-account-protection/privacy-notice,Financials,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:22:54.506711+00:00""}, {""message"": ""Graph generation error: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:22:54.506815+00:00""}]"
Raymond James Financial,./output/data/RaymondJames.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:03:16.685429+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:03:16.685607+00:00""}]"
Regeneron Pharmaceuticals,https://www.regeneron.com/privacy-policy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Regeneron Pharmaceuticals,https://www.regeneron.com/privacy-policy,Healthcare,webpage,2025-09-05,True,83.3,73.7,standard,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:22:57.949987+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:22:57.950097+00:00""}]"
Regeneron Pharmaceuticals,./output/data/Regeneron.pdf,Healthcare,pdf,2025-10-30,True,83.3,78.9,standard,succeeded,[]
Regions Financial Corporation,https://www.regions.com/about-regions/privacy-security/online-privacy-notice,Financials,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.truist.com/content/dam/truist-bank/us/en/documents/footer/privacy-policy-truist-english.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:22:59.378122+00:00""}, {""message"": ""Graph generation error: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.truist.com/content/dam/truist-bank/us/en/documents/footer/privacy-policy-truist-english.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:22:59.378299+00:00""}]"
Regions Financial Corporation,https://www.regions.com/about-regions/privacy-security/online-privacy-notice,Financials,webpage,2025-09-05,True,75.0,85.3,standard,failed,"[{""message"": ""Pipeline exited early: -1"", ""timestamp"": ""2025-09-26T18:23:01.343886+00:00""}, {""message"": ""Graph generation error: Graph generation pipeline exited"", ""timestamp"": ""2025-09-26T18:23:01.344039+00:00""}]"
Regions Financial Corporation,./output/data/Regions.pdf,Financials,pdf,2025-10-30,True,75.0,85.3,standard,succeeded,[]
ResMed,https://www.resmed.com/en-us/privacy/,Healthcare,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:23:05.665528+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:23:05.665644+00:00""}]"
ResMed,https://www.resmed.com/en-us/privacy/,Healthcare,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:23:09.363507+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-09-26T18:23:09.363618+00:00""}]"
ResMed,./output/data/Resmed.pdf,Healthcare,pdf,2025-10-30,True,87.5,78.0,standard,succeeded,[]
Revvity,https://www.revvity.com/policies/website-privacy-notice,Healthcare,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.usbank.com/dam/en/documents/pdfs/disclosures/consumer-privacy-notice.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:23:10.943838+00:00""}, {""message"": ""Graph generation error: Page.goto: Download is starting\nCall log:\nnavigating to \""https://www.usbank.com/dam/en/documents/pdfs/disclosures/consumer-privacy-notice.pdf\"", waiting until \""load\"""", ""timestamp"": ""2025-09-26T18:23:10.944024+00:00""}]"
Revvity,https://www.revvity.com/policies/website-privacy-notice,Healthcare,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:23:28.877070+00:00""}, {""message"": ""Graph generation error: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:23:28.877193+00:00""}]"
Revvity,./output/data/Revvity.pdf,Healthcare,pdf,2025-10-30,True,75.0,86.1,standard,succeeded,[]
Roper Technologies,https://www.ropertech.com/privacy-policy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Roper Technologies,https://www.ropertech.com/privacy-policy,Information Technology,webpage,2025-09-05,True,83.3,90.3,standard,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://uhs.com/compliance-ethics-program/online-privacy-policy/"", ""timestamp"": ""2025-09-26T18:23:29.030561+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://uhs.com/compliance-ethics-program/online-privacy-policy/"", ""timestamp"": ""2025-09-26T18:23:29.030697+00:00""}]"
Roper Technologies,./output/data/RoperTechnologies.pdf,Information Technology,pdf,2025-10-30,True,83.3,65.3,standard,succeeded,[]
S&P Global,https://www.spglobal.com/content/dam/spglobal/corporate/en/privacy/Corp_SPGI-Corporate-Privacy-Policy-March-2025.pdf,Financials,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://uhs.com/compliance-ethics-program/online-privacy-policy/"", ""timestamp"": ""2025-09-26T18:23:29.111947+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://uhs.com/compliance-ethics-program/online-privacy-policy/"", ""timestamp"": ""2025-09-26T18:23:29.112113+00:00""}]"
S&P Global,https://www.spglobal.com/content/dam/spglobal/corporate/en/privacy/Corp_SPGI-Corporate-Privacy-Policy-March-2025.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
S&P Global,./output/data/SPG.pdf,Financials,pdf,2025-10-30,True,87.5,79.2,standard,succeeded,[]
Salesforce,https://www.salesforce.com/company/legal/privacy/#privacy-statement,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Salesforce,https://www.salesforce.com/company/legal/privacy/#privacy-statement,Information Technology,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:25:16.857772+00:00""}, {""message"": ""Graph generation error: code=4: no font file for digest"", ""timestamp"": ""2025-09-26T18:25:16.857882+00:00""}]"
Salesforce,./output/data/Salesforce.pdf,Information Technology,pdf,2025-10-30,True,87.5,78.1,standard,succeeded,[]
Seagate Technology,https://www.seagate.com/legal/privacy/privacy-policy/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Seagate Technology,https://www.seagate.com/legal/privacy/privacy-policy/,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Seagate Technology,./output/data/Seagate.pdf,Information Technology,pdf,2025-10-30,True,70.8,77.4,standard,succeeded,[]
ServiceNow,https://www.servicenow.com/privacy-statement.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
ServiceNow,https://www.servicenow.com/privacy-statement.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
ServiceNow,./output/data/ServiceNow.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:21:24.084294+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:21:24.084460+00:00""}]"
Skyworks Solutions,https://www.skyworksinc.com/en/Articles/Privacy-Policy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Skyworks Solutions,https://www.skyworksinc.com/en/Articles/Privacy-Policy,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Skyworks Solutions,./output/data/Skyworks.pdf,Information Technology,pdf,2025-10-30,True,91.7,84.1,standard,succeeded,[]
Solventum,https://www.solventum.com/en-us/home/our-company/hipaa-privacy/,Healthcare,pdf,2025-09-05,True,70.8,90.3,standard,succeeded,[]
Solventum,https://www.solventum.com/en-us/home/our-company/hipaa-privacy/,Healthcare,webpage,2025-09-05,True,70.8,90.3,standard,succeeded,[]
Solventum,./output/data/Solventum.pdf,Healthcare,pdf,2025-10-30,True,66.7,88.1,standard,succeeded,[]
State Street Corporation,https://www.statestreet.com/disclosures-and-disclaimers/privacy,Financials,pdf,2025-09-05,True,66.7,95.7,standard,succeeded,[]
State Street Corporation,https://www.statestreet.com/disclosures-and-disclaimers/privacy,Financials,webpage,2025-09-05,True,66.7,91.3,standard,succeeded,[]
State Street Corporation,./output/data/Statestreet.pdf,Financials,pdf,2025-10-30,True,66.7,71.6,standard,succeeded,[]
Steris,https://www.steris.com/sustainability/corporate-governance/privacy,Healthcare,pdf,2025-09-05,True,66.7,85.6,standard,succeeded,[]
Steris,https://www.steris.com/sustainability/corporate-governance/privacy,Healthcare,webpage,2025-09-05,True,66.7,82.7,standard,succeeded,[]
Steris,./output/data/Steris.pdf,Healthcare,pdf,2025-10-30,True,66.7,85.0,standard,succeeded,[]
Stryker Corporation,https://www.stryker.com/us/en/legal/privacy.html,Healthcare,pdf,2025-09-05,True,66.7,96.7,standard,succeeded,[]
Stryker Corporation,https://www.stryker.com/us/en/legal/privacy.html,Healthcare,webpage,2025-09-05,True,66.7,96.7,standard,succeeded,[]
Stryker Corporation,./output/data/Stryker.pdf,Healthcare,pdf,2025-10-30,True,66.7,91.5,standard,succeeded,[]
Supermicro,https://www.supermicro.com/en/about/policies/privacy,Information Technology,pdf,2025-09-05,True,75.0,79.1,standard,succeeded,[]
Supermicro,https://www.supermicro.com/en/about/policies/privacy,Information Technology,webpage,2025-09-05,True,75.0,75.2,standard,succeeded,[]
Supermicro,./output/data/Supermicro.pdf,Information Technology,pdf,2025-10-30,True,75.0,79.0,standard,succeeded,[]
Synchrony Financial,https://www.synchrony.com/legal/privacy-policy,Financials,pdf,2025-09-05,False,,,none,pending,[]
Synchrony Financial,https://www.synchrony.com/legal/privacy-policy,Financials,webpage,2025-09-05,False,,,none,pending,[]
Synchrony Financial,./output/data/Synchrony.pdf,Financials,pdf,2025-10-30,True,79.2,74.9,standard,succeeded,[]
Synopsys,https://www.synopsys.com/content/dam/synopsys/company/about/legal/synopsys-data-privacy-and-protection-statement_31May2024.pdf,Information Technology,pdf,2025-09-05,True,70.8,71.8,standard,succeeded,[]
Synopsys,https://www.synopsys.com/content/dam/synopsys/company/about/legal/synopsys-data-privacy-and-protection-statement_31May2024.pdf,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Synopsys,./output/data/Synopsys.pdf,Information Technology,pdf,2025-10-30,True,70.8,71.8,standard,succeeded,[]
T. Rowe Price,https://www.troweprice.com/enterprise/legal/us/en/privacy-notices.html,Financials,pdf,2025-09-05,True,91.7,77.5,standard,succeeded,[]
T. Rowe Price,https://www.troweprice.com/enterprise/legal/us/en/privacy-notices.html,Financials,webpage,2025-09-05,True,91.7,76.2,standard,succeeded,[]
T. Rowe Price,./output/data/TRowePrice.pdf,Financials,pdf,2025-10-30,True,91.7,80.6,standard,succeeded,[]
TE Connectivity,https://www.te.com/en/policies-agreements/privacy-policy.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
TE Connectivity,https://www.te.com/en/policies-agreements/privacy-policy.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
TE Connectivity,./output/data/TE.pdf,Information Technology,pdf,2025-10-30,True,66.7,71.7,standard,succeeded,[]
Teledyne Technologies,https://www.teledyne.com/en-us/Pages/Privacy-Notice.aspx,Information Technology,pdf,2025-09-05,True,87.5,83.2,standard,succeeded,[]
Teledyne Technologies,https://www.teledyne.com/en-us/Pages/Privacy-Notice.aspx,Information Technology,webpage,2025-09-05,True,87.5,45.7,standard,succeeded,[]
Teledyne Technologies,./output/data/Teledyne.pdf,Information Technology,pdf,2025-10-30,True,87.5,81.5,standard,succeeded,[]
Teradyne,https://www.teradyne.com/privacy-policy/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Teradyne,https://www.teradyne.com/privacy-policy/,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Teradyne,./output/data/Teradyne.pdf,Information Technology,pdf,2025-10-30,True,83.3,88.4,standard,succeeded,[]
Texas Instruments,https://www.ti.com/legal/terms-conditions/privacy-policy/north-america.html,Information Technology,pdf,2025-09-05,True,66.7,81.1,standard,succeeded,[]
Texas Instruments,https://www.ti.com/legal/terms-conditions/privacy-policy/north-america.html,Information Technology,webpage,2025-09-05,True,66.7,73.0,standard,succeeded,[]
Texas Instruments,./output/data/TexasInstruments.pdf,Information Technology,pdf,2025-10-30,True,66.7,85.4,standard,succeeded,[]
Thermo Fisher Scientific,https://www.thermofisher.com/us/en/home/global/privacy-policy.html,Healthcare,pdf,2025-09-05,True,79.2,84.7,standard,succeeded,[]
Thermo Fisher Scientific,https://www.thermofisher.com/us/en/home/global/privacy-policy.html,Healthcare,webpage,2025-09-05,True,87.5,85.8,standard,succeeded,[]
Thermo Fisher Scientific,./output/data/ThermoFisher.pdf,Healthcare,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-16T18:33:55.272705+00:00""}, {""message"": ""Graph generation error: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-16T18:33:55.272857+00:00""}]"
Travelers Companies (The),https://www.travelers.com/about-travelers/privacy-statements,Financials,pdf,2025-09-05,True,75.0,85.3,standard,succeeded,[]
Travelers Companies (The),https://www.travelers.com/about-travelers/privacy-statements,Financials,webpage,2025-09-05,True,75.0,75.8,standard,succeeded,[]
Travelers Companies (The),./output/data/Travelers.pdf,Financials,pdf,2025-10-30,True,75.0,76.7,standard,succeeded,[]
Trimble Inc.,https://www.trimble.com/en/our-commitment/responsible-business/data-privacy-and-security/data-privacy-center/privacy-notice,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Trimble Inc.,https://www.trimble.com/en/our-commitment/responsible-business/data-privacy-and-security/data-privacy-center/privacy-notice,Information Technology,webpage,2025-09-05,True,70.8,74.9,standard,succeeded,[]
Trimble Inc.,./output/data/Trimble.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-16T18:35:55.121103+00:00""}, {""message"": ""Graph generation error: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-16T18:35:55.121238+00:00""}]"
Truist Financial,https://www.truist.com/content/dam/truist-bank/us/en/documents/footer/privacy-policy-truist-english.pdf,Financials,pdf,2025-09-05,False,,,none,pending,[]
Truist Financial,https://www.truist.com/content/dam/truist-bank/us/en/documents/footer/privacy-policy-truist-english.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Truist Financial,./output/data/Truist.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:41:13.942553+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:41:13.942695+00:00""}]"
Tyler Technologies,https://www.tylertech.com/privacy-03-10-23,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Tyler Technologies,https://www.tylertech.com/privacy-03-10-23,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Tyler Technologies,./output/data/TylerTechnologies.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:41:17.612327+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:41:17.612489+00:00""}]"
U.S. Bancorp,https://www.usbank.com/dam/en/documents/pdfs/disclosures/consumer-privacy-notice.pdf,Financials,pdf,2025-09-05,False,,,none,pending,[]
U.S. Bancorp,https://www.usbank.com/dam/en/documents/pdfs/disclosures/consumer-privacy-notice.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
U.S. Bancorp,./output/data/USBank.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:42:09.738074+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:42:09.738213+00:00""}]"
UnitedHealth Group,https://www.unitedhealthgroup.com/privacy.html,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
